,asia,tub,smoke,lung,bronc,either,xray,dysp
2072,no,no,no,no,no,no,no,no
2073,no,no,no,no,yes,no,no,yes
2074,no,no,no,no,no,no,no,no
2075,no,no,no,no,no,no,no,yes
2076,no,no,yes,yes,no,yes,yes,yes
2077,no,no,yes,no,no,no,no,no
2078,no,no,no,no,no,no,no,no
2079,no,no,yes,no,yes,no,no,yes
2080,no,no,no,no,no,no,no,no
2081,no,no,yes,no,no,no,no,no
2082,no,no,no,no,no,no,no,no
2083,no,no,no,no,no,no,no,no
2084,no,no,yes,no,no,no,no,no
2085,no,no,yes,no,yes,no,no,yes
2086,no,no,no,no,no,no,no,no
2087,no,no,no,no,yes,no,no,yes
2088,no,no,no,no,no,no,yes,no
2089,no,no,no,no,no,no,yes,no
2090,no,no,yes,no,yes,no,yes,no
2091,no,no,yes,no,yes,no,no,no
2092,no,no,no,no,yes,no,no,yes
2093,no,no,no,no,no,no,no,no
2094,no,no,yes,no,no,no,no,no
2095,no,yes,yes,no,yes,yes,yes,yes
2096,no,no,yes,no,yes,no,no,yes
2097,no,no,no,no,no,no,no,no
2098,yes,no,no,no,yes,no,no,no
2099,no,no,yes,no,yes,no,no,no
2100,no,no,no,no,no,no,no,no
2101,no,no,yes,no,no,no,no,no
2102,no,no,no,no,yes,no,no,yes
2103,no,no,no,no,yes,no,no,no
2104,no,no,yes,no,no,no,no,no
2105,no,no,yes,no,no,no,no,no
2106,no,no,no,no,no,no,no,no
2107,no,no,no,no,yes,no,no,yes
2108,no,no,no,no,yes,no,no,yes
2109,no,no,yes,yes,no,yes,yes,no
2110,no,no,yes,no,yes,no,no,yes
2111,no,no,yes,no,yes,no,no,yes
2112,no,no,yes,no,no,no,no,no
2113,yes,no,no,no,yes,no,no,yes
2114,no,no,yes,yes,yes,yes,yes,yes
2115,no,no,no,no,no,no,yes,no
2116,no,no,yes,no,yes,no,no,yes
2117,no,no,no,no,yes,no,no,yes
2118,no,no,no,no,no,no,no,no
2119,no,no,yes,no,yes,no,no,yes
2120,no,no,no,no,yes,no,no,no
2121,no,no,no,no,no,no,no,no
2122,no,no,yes,no,no,no,no,no
2123,no,no,no,no,no,no,no,no
2124,no,no,yes,no,no,no,no,no
2125,no,no,yes,no,no,no,yes,no
2126,no,no,yes,yes,yes,yes,yes,yes
2127,no,no,yes,no,no,no,no,no
2128,no,no,yes,no,no,no,no,no
2129,no,no,no,no,yes,no,no,yes
2130,no,no,no,no,no,no,yes,no
2131,no,no,yes,no,yes,no,no,yes
2132,no,no,no,no,yes,no,no,yes
2133,no,yes,yes,no,yes,yes,yes,yes
2134,no,no,no,no,no,no,no,no
2135,no,no,no,no,no,no,no,no
2136,no,no,no,no,no,no,no,no
2137,no,no,yes,no,no,no,no,no
2138,no,no,yes,no,no,no,no,no
2139,no,no,yes,yes,yes,yes,yes,yes
2140,no,no,no,no,no,no,no,no
2141,no,no,yes,no,yes,no,no,no
2142,no,no,yes,no,yes,no,no,yes
2143,no,no,yes,no,no,no,no,no
2144,no,no,yes,yes,no,yes,yes,no
2145,no,no,yes,no,yes,no,no,yes
2146,no,no,yes,no,yes,no,no,no
2147,no,no,yes,no,no,no,no,no
2148,no,no,yes,no,no,no,no,no
2149,no,no,yes,no,yes,no,no,yes
2150,no,no,no,no,no,no,no,no
2151,no,no,yes,no,no,no,yes,no
2152,no,no,no,no,yes,no,no,yes
2153,no,no,yes,no,yes,no,no,yes
2154,no,no,no,no,no,no,no,no
2155,no,no,yes,no,yes,no,no,yes
2156,no,no,no,no,no,no,no,no
2157,no,no,no,no,yes,no,no,yes
2158,no,no,no,no,no,no,no,no
2159,no,no,no,no,no,no,no,no
2160,no,no,yes,no,no,no,no,no
2161,no,no,no,no,no,no,no,no
2162,no,no,yes,no,yes,no,no,yes
2163,no,no,no,no,yes,no,no,no
2164,no,no,no,no,no,no,no,no
2165,no,no,yes,no,yes,no,no,yes
2166,no,yes,yes,no,yes,yes,yes,yes
2167,no,no,no,no,no,no,no,no
2168,no,no,no,no,yes,no,no,no
2169,no,no,yes,no,no,no,no,no
2170,no,yes,no,no,no,yes,yes,no
2171,no,no,yes,no,no,no,no,no
2172,no,no,no,no,no,no,no,no
2173,no,no,no,no,no,no,no,no
2174,no,no,no,no,no,no,no,no
2175,no,no,yes,no,yes,no,yes,no
2176,no,no,yes,no,yes,no,no,no
2177,no,no,no,no,no,no,no,no
2178,no,no,yes,no,yes,no,no,yes
2179,no,no,yes,no,yes,no,no,yes
2180,no,no,no,no,no,no,no,no
2181,no,no,yes,no,yes,no,no,yes
2182,yes,no,yes,no,no,no,no,yes
2183,no,no,no,yes,no,yes,yes,yes
2184,no,no,yes,no,no,no,no,no
2185,no,no,no,no,no,no,no,no
2186,no,no,yes,no,no,no,no,no
2187,no,no,no,no,no,no,yes,yes
2188,no,no,yes,no,yes,no,no,no
2189,no,no,yes,no,no,no,yes,yes
2190,no,no,yes,no,yes,no,no,yes
2191,no,no,no,no,yes,no,no,no
2192,no,no,yes,no,no,no,no,no
2193,no,no,yes,no,no,no,no,no
2194,no,no,no,no,no,no,no,no
2195,no,no,yes,no,yes,no,no,yes
2196,no,no,yes,no,yes,no,no,yes
2197,no,no,no,no,no,no,no,no
2198,no,no,yes,no,yes,no,no,yes
2199,no,no,yes,no,no,no,no,no
2200,no,no,no,no,no,no,no,no
2201,no,no,yes,no,yes,no,no,no
2202,no,no,yes,no,no,no,no,no
2203,no,no,no,no,yes,no,no,yes
2204,no,no,yes,no,yes,no,no,yes
2205,no,no,no,no,yes,no,no,yes
2206,no,no,yes,no,yes,no,no,yes
2207,no,no,no,no,no,no,no,no
2208,no,no,no,no,yes,no,no,yes
2209,no,no,yes,no,no,no,no,no
2210,no,no,no,no,no,no,no,no
2211,no,no,yes,no,yes,no,no,yes
2212,no,no,yes,no,no,no,no,no
2213,no,no,yes,no,no,no,no,no
2214,no,no,yes,no,no,no,no,no
2215,no,no,no,no,no,no,no,no
2216,no,no,yes,no,no,no,no,no
2217,no,no,yes,no,no,no,no,no
2218,no,no,no,no,no,no,no,no
2219,no,no,no,no,no,no,no,no
2220,no,no,no,no,yes,no,no,yes
2221,no,no,yes,no,no,no,no,no
2222,no,no,yes,no,yes,no,no,yes
2223,no,no,yes,no,yes,no,no,yes
2224,no,no,yes,no,yes,no,no,yes
2225,no,no,no,no,no,no,no,no
2226,no,no,no,no,yes,no,no,yes
2227,yes,no,yes,no,no,no,no,no
2228,no,no,no,no,no,no,no,no
2229,no,no,yes,yes,no,yes,yes,yes
2230,no,no,no,no,yes,no,no,yes
2231,no,no,no,no,no,no,no,no
2232,no,no,no,no,no,no,yes,no
2233,no,no,no,no,yes,no,no,yes
2234,no,yes,no,no,no,yes,yes,no
2235,no,no,no,no,yes,no,no,yes
2236,no,no,yes,no,no,no,no,no
2237,no,no,no,no,no,no,no,no
2238,no,no,no,no,no,no,no,no
2239,no,no,no,no,yes,no,no,yes
2240,no,no,yes,no,no,no,no,no
2241,no,no,yes,no,no,no,no,no
2242,no,no,yes,yes,yes,yes,yes,yes
2243,no,no,yes,no,no,no,no,no
2244,no,no,no,no,no,no,no,no
2245,no,no,yes,no,no,no,no,no
2246,no,no,no,no,yes,no,no,yes
2247,no,no,yes,yes,no,yes,yes,no
2248,no,no,no,no,no,no,no,no
2249,no,no,no,no,no,no,no,no
2250,no,no,yes,no,yes,no,no,yes
2251,no,no,yes,no,yes,no,no,yes
2252,no,no,no,no,no,no,no,no
2253,no,no,yes,no,yes,no,yes,yes
2254,no,no,yes,no,yes,no,no,yes
2255,no,no,yes,no,yes,no,no,yes
2256,no,no,yes,no,no,no,no,no
2257,no,no,no,no,yes,no,no,yes
2258,no,no,yes,no,yes,no,no,no
2259,no,no,no,no,no,no,yes,no
2260,no,no,yes,no,yes,no,no,yes
2261,no,no,no,no,no,no,no,no
2262,no,no,yes,no,no,no,no,no
2263,no,no,no,no,no,no,no,no
2264,no,no,no,no,no,no,no,no
2265,no,no,no,no,no,no,no,no
2266,no,no,yes,no,no,no,no,no
2267,no,no,no,no,no,no,no,yes
2268,no,no,yes,no,no,no,no,no
2269,no,no,no,no,no,no,no,no
2270,no,no,no,no,yes,no,no,yes
2271,no,no,yes,no,yes,no,no,no
2272,no,no,no,no,no,no,no,no
2273,no,no,yes,no,yes,no,no,yes
2274,no,no,yes,no,yes,no,no,no
2275,no,no,no,no,no,no,no,no
2276,no,no,yes,no,yes,no,no,yes
2277,no,no,no,no,no,no,yes,no
2278,no,no,yes,no,no,no,yes,no
2279,no,no,no,no,yes,no,no,yes
2280,no,no,yes,no,yes,no,no,yes
2281,no,no,no,no,no,no,no,no
2282,no,no,no,no,yes,no,no,yes
2283,no,no,yes,no,no,no,no,yes
2284,no,no,yes,no,no,no,no,yes
2285,no,no,yes,no,yes,no,no,no
2286,no,no,no,no,yes,no,no,yes
2287,no,no,yes,no,no,no,no,no
2288,no,no,yes,no,no,no,yes,no
2289,no,no,yes,no,yes,no,no,yes
2290,no,no,no,no,yes,no,no,yes
2291,no,no,no,no,no,no,no,no
2292,no,no,yes,no,yes,no,no,no
2293,no,no,yes,yes,yes,yes,yes,yes
2294,no,no,yes,no,yes,no,no,no
2295,no,no,yes,no,yes,no,no,no
2296,no,no,no,no,no,no,no,no
2297,no,no,yes,no,no,no,no,no
2298,no,no,no,no,no,no,no,yes
2299,no,no,no,no,no,no,no,no
2300,no,no,no,no,no,no,no,no
2301,no,no,yes,no,no,no,no,no
2302,no,no,yes,no,yes,no,no,yes
2303,no,no,yes,no,yes,no,yes,no
2304,no,no,yes,no,yes,no,no,yes
2305,no,no,yes,no,yes,no,no,yes
2306,no,no,no,no,no,no,no,yes
2307,no,no,yes,no,yes,no,no,yes
2308,no,no,yes,no,yes,no,yes,yes
2309,no,no,yes,no,yes,no,no,no
2310,no,no,yes,no,yes,no,no,yes
2311,no,no,yes,no,yes,no,yes,yes
2312,no,no,no,no,yes,no,no,no
2313,no,no,no,no,no,no,no,no
2314,no,no,yes,no,yes,no,no,yes
2315,no,no,yes,no,yes,no,no,yes
2316,no,no,no,no,no,no,no,no
2317,no,no,yes,no,yes,no,no,yes
2318,no,no,yes,no,no,no,no,no
2319,no,no,yes,yes,no,yes,yes,yes
2320,no,no,no,no,no,no,no,no
2321,no,no,no,no,no,no,no,no
2322,no,no,no,no,yes,no,no,yes
2323,no,yes,yes,no,yes,yes,yes,yes
2324,no,no,no,no,no,no,no,no
2325,no,no,no,no,no,no,no,no
2326,no,no,no,no,no,no,no,no
2327,no,no,no,no,no,no,no,no
2328,no,no,no,no,yes,no,no,yes
2329,no,no,yes,no,no,no,no,no
2330,no,no,yes,no,no,no,no,no
2331,no,no,no,no,no,no,no,no
2332,no,no,yes,no,yes,no,no,yes
2333,no,no,yes,no,yes,no,no,yes
2334,no,no,yes,no,no,no,no,no
2335,no,no,yes,no,no,no,no,no
2336,no,no,no,no,no,no,no,no
2337,no,no,yes,no,no,no,no,no
2338,no,no,yes,no,yes,no,no,yes
2339,no,no,no,no,yes,no,no,no
2340,no,no,yes,no,yes,no,no,yes
2341,no,no,yes,no,no,no,no,no
2342,no,no,no,no,no,no,no,no
2343,no,no,yes,no,no,no,no,no
2344,no,no,yes,no,yes,no,no,yes
2345,no,no,no,no,yes,no,no,no
2346,no,no,no,no,yes,no,no,yes
2347,no,no,no,no,yes,no,no,yes
2348,no,no,no,no,no,no,no,no
2349,no,yes,no,no,yes,yes,yes,yes
2350,no,no,yes,no,no,no,no,no
2351,no,no,no,no,no,no,no,no
2352,no,no,yes,no,yes,no,no,yes
2353,no,no,yes,no,yes,no,no,no
2354,no,no,no,no,yes,no,no,no
2355,no,no,no,no,yes,no,no,yes
2356,no,no,yes,no,no,no,no,no
2357,no,no,yes,no,yes,no,no,yes
2358,no,no,no,no,no,no,no,no
2359,no,no,yes,no,yes,no,no,yes
2360,no,no,no,no,no,no,no,no
2361,no,no,yes,no,no,no,no,no
2362,yes,no,no,no,no,no,no,no
2363,no,no,yes,no,yes,no,no,yes
2364,no,no,no,no,yes,no,no,yes
2365,no,no,yes,no,yes,no,no,yes
2366,no,no,no,no,yes,no,no,yes
2367,no,no,no,no,no,no,no,no
2368,no,no,yes,no,no,no,no,no
2369,no,no,no,no,no,no,no,no
2370,no,no,no,no,no,no,no,no
2371,no,no,no,no,no,no,no,no
2372,no,no,no,no,yes,no,no,yes
2373,no,no,yes,no,no,no,no,no
2374,no,no,yes,no,no,no,no,no
2375,no,no,no,no,yes,no,no,yes
2376,no,no,no,no,no,no,no,no
2377,no,no,yes,no,yes,no,no,no
2378,no,no,no,no,yes,no,no,yes
2379,no,no,no,no,yes,no,no,yes
2380,no,no,no,no,no,no,no,no
2381,no,no,no,no,yes,no,no,yes
2382,no,no,yes,yes,yes,yes,yes,yes
2383,no,no,yes,no,yes,no,no,yes
2384,no,no,no,yes,no,yes,yes,yes
2385,no,no,no,no,no,no,no,no
2386,no,no,yes,no,no,no,no,no
2387,no,no,no,no,yes,no,no,no
2388,no,no,yes,no,no,no,no,no
2389,no,no,yes,no,yes,no,no,yes
2390,no,no,yes,no,yes,no,no,yes
2391,no,no,yes,no,yes,no,no,yes
2392,no,no,no,no,no,no,no,no
2393,no,no,no,no,no,no,no,no
2394,no,no,yes,no,no,no,no,no
2395,no,no,yes,no,no,no,no,no
2396,no,no,yes,no,no,no,no,no
2397,no,no,no,no,no,no,no,no
2398,no,no,no,no,no,no,no,no
2399,yes,no,yes,no,no,no,no,no
2400,no,no,yes,yes,no,yes,yes,yes
2401,no,no,yes,no,yes,no,no,yes
2402,no,no,no,no,no,no,no,no
2403,no,no,yes,no,no,no,no,no
2404,no,no,no,no,no,no,no,no
2405,no,no,yes,no,no,no,no,yes
2406,no,no,no,no,no,no,no,no
2407,no,no,no,no,no,no,no,no
2408,no,no,no,no,yes,no,no,no
2409,no,no,no,no,no,no,no,no
2410,no,no,yes,no,yes,no,no,yes
2411,no,no,yes,no,yes,no,yes,yes
2412,no,no,no,no,no,no,yes,no
2413,no,no,yes,no,yes,no,no,yes
2414,no,no,yes,no,yes,no,no,yes
2415,no,no,yes,no,yes,no,no,yes
2416,no,no,yes,no,no,no,no,no
2417,no,no,yes,no,no,no,no,no
2418,no,no,yes,no,yes,no,no,yes
2419,no,no,no,no,no,no,no,no
2420,no,no,no,no,yes,no,no,yes
2421,no,no,no,no,no,no,no,yes
2422,no,no,yes,no,yes,no,no,yes
2423,no,no,yes,no,yes,no,no,no
2424,no,no,yes,no,yes,no,yes,yes
2425,no,no,yes,no,no,no,no,no
2426,no,no,yes,no,no,no,no,no
2427,no,no,yes,no,yes,no,no,yes
2428,no,no,yes,no,yes,no,no,yes
2429,no,no,no,no,no,no,no,no
2430,no,no,no,no,no,no,no,no
2431,no,no,yes,no,yes,no,no,yes
2432,no,no,yes,no,yes,no,no,yes
2433,no,no,no,no,no,no,no,no
2434,no,no,yes,no,yes,no,no,yes
2435,no,no,yes,no,yes,no,no,yes
2436,no,no,yes,no,yes,no,no,yes
2437,no,no,no,no,yes,no,no,yes
2438,no,no,no,no,no,no,no,no
2439,no,no,yes,no,no,no,no,no
2440,no,no,yes,no,yes,no,no,yes
2441,no,no,no,no,yes,no,no,yes
2442,no,no,yes,no,no,no,no,no
2443,no,no,no,no,no,no,no,no
2444,no,no,yes,no,yes,no,no,yes
2445,no,no,yes,no,no,no,no,no
2446,no,no,no,no,no,no,no,no
2447,no,no,yes,no,no,no,no,no
2448,no,no,yes,no,yes,no,no,no
2449,no,no,yes,no,yes,no,no,yes
2450,no,no,yes,yes,yes,yes,yes,yes
2451,no,no,no,no,no,no,no,no
2452,no,no,yes,no,no,no,no,no
2453,no,no,no,no,yes,no,no,yes
2454,no,no,no,no,yes,no,no,yes
2455,no,no,no,no,yes,no,no,no
2456,no,no,yes,no,no,no,no,no
2457,no,no,no,no,no,no,no,no
2458,no,no,yes,no,yes,no,no,yes
2459,no,no,no,no,yes,no,no,yes
2460,no,no,yes,no,no,no,no,no
2461,no,no,yes,no,no,no,no,no
2462,no,no,yes,no,yes,no,no,yes
2463,no,no,yes,no,no,no,no,no
2464,no,no,yes,yes,yes,yes,yes,yes
2465,no,no,yes,no,yes,no,no,yes
2466,no,no,no,no,no,no,no,no
2467,no,no,no,no,yes,no,no,yes
2468,no,no,no,no,no,no,no,no
2469,no,no,no,no,yes,no,no,yes
2470,no,no,no,no,no,no,yes,no
2471,no,no,yes,no,yes,no,no,yes
2472,no,no,no,no,no,no,no,yes
2473,no,no,yes,no,yes,no,no,yes
2474,no,no,no,no,no,no,no,no
2475,no,no,yes,no,yes,no,no,no
2476,no,no,yes,no,no,no,no,no
2477,no,no,no,no,no,no,yes,no
2478,no,no,yes,no,yes,no,no,no
2479,no,no,no,no,no,no,no,no
2480,no,no,no,no,yes,no,no,no
2481,no,no,no,no,yes,no,no,yes
2482,no,no,no,no,yes,no,no,yes
2483,no,no,no,no,no,no,no,no
2484,no,no,yes,yes,yes,yes,yes,yes
2485,no,no,yes,no,no,no,no,no
2486,no,no,no,no,no,no,no,no
2487,no,no,yes,no,no,no,no,no
2488,no,no,yes,no,yes,no,no,yes
2489,no,no,yes,no,no,no,no,no
2490,no,no,yes,no,no,no,no,no
2491,no,no,yes,no,no,no,no,no
2492,no,yes,yes,no,yes,yes,yes,yes
2493,no,no,no,no,yes,no,no,yes
2494,no,no,no,no,no,no,no,no
2495,no,no,yes,no,no,no,no,no
2496,no,no,yes,no,no,no,no,no
2497,no,no,no,no,no,no,no,no
2498,no,no,yes,yes,yes,yes,yes,yes
2499,no,no,no,no,no,no,no,yes
2500,no,no,no,no,yes,no,no,yes
2501,no,no,yes,no,no,no,no,yes
2502,no,no,no,no,no,no,no,no
2503,no,no,yes,no,yes,no,no,yes
2504,no,no,yes,no,yes,no,no,yes
2505,no,no,yes,no,yes,no,no,yes
2506,no,no,yes,no,no,no,no,no
2507,no,no,yes,no,yes,no,no,no
2508,no,no,no,no,yes,no,no,yes
2509,no,no,yes,no,yes,no,no,no
2510,no,no,yes,no,no,no,no,no
2511,no,no,no,no,no,no,no,yes
2512,no,no,no,no,no,no,no,no
2513,no,no,yes,no,no,no,no,no
2514,no,no,no,no,no,no,no,no
2515,no,no,no,no,no,no,yes,no
2516,no,no,no,no,no,no,no,no
2517,no,no,no,no,no,no,yes,no
2518,no,no,no,no,no,no,no,no
2519,no,no,yes,no,no,no,no,yes
2520,no,no,yes,no,yes,no,no,yes
2521,no,no,no,no,no,no,no,no
2522,no,no,no,no,no,no,no,no
2523,no,no,yes,yes,yes,yes,yes,no
2524,no,no,no,no,no,no,no,no
2525,no,no,yes,no,yes,no,no,yes
2526,no,no,no,no,no,no,no,no
2527,no,no,yes,no,yes,no,no,no
2528,no,no,no,no,yes,no,yes,yes
2529,no,no,no,no,no,no,no,no
2530,no,no,no,no,no,no,no,no
2531,no,no,yes,no,yes,no,no,no
2532,no,no,no,no,no,no,no,yes
2533,no,no,yes,no,no,no,no,no
2534,no,no,yes,no,no,no,no,no
2535,no,no,yes,no,yes,no,no,no
2536,no,no,no,no,yes,no,no,yes
2537,no,no,yes,no,yes,no,no,yes
2538,no,no,yes,no,yes,no,no,yes
2539,no,no,no,no,no,no,no,no
2540,no,no,yes,no,yes,no,no,yes
2541,no,no,yes,no,yes,no,no,yes
2542,no,no,yes,no,yes,no,no,no
2543,no,no,yes,yes,yes,yes,yes,yes
2544,no,no,yes,no,no,no,no,no
2545,no,no,yes,no,no,no,no,yes
2546,no,no,no,no,no,no,no,no
2547,no,no,no,no,no,no,no,no
2548,no,no,no,no,yes,no,no,yes
2549,no,no,no,no,yes,no,no,yes
2550,no,no,no,no,yes,no,no,no
2551,no,no,no,no,yes,no,no,no
2552,no,no,yes,no,yes,no,no,yes
2553,no,no,no,no,no,no,no,no
2554,no,no,yes,no,no,no,no,no
2555,no,no,yes,yes,yes,yes,yes,yes
2556,no,no,yes,no,no,no,no,no
2557,no,no,yes,no,yes,no,no,yes
2558,no,no,no,no,no,no,no,no
2559,no,no,no,no,no,no,no,no
2560,no,no,no,no,no,no,no,no
2561,no,no,yes,no,yes,no,no,no
2562,no,no,yes,no,yes,no,no,yes
2563,no,no,no,no,no,no,no,no
2564,no,no,yes,no,yes,no,no,yes
2565,no,no,no,no,yes,no,no,yes
2566,no,no,no,no,yes,no,yes,yes
2567,no,no,yes,no,no,no,no,no
2568,no,no,yes,no,yes,no,no,yes
2569,no,no,yes,no,yes,no,no,yes
2570,no,no,no,no,yes,no,no,yes
2571,no,no,yes,no,no,no,no,no
2572,no,no,no,no,no,no,yes,no
2573,no,no,yes,no,yes,no,no,yes
2574,no,no,no,no,no,no,no,no
2575,no,no,yes,no,no,no,no,no
2576,no,no,yes,no,yes,no,no,no
2577,no,no,yes,no,yes,no,no,yes
2578,no,no,no,no,no,no,no,yes
2579,no,no,no,no,yes,no,no,no
2580,no,no,no,no,no,no,no,no
2581,no,no,no,no,yes,no,no,yes
2582,no,no,yes,no,yes,no,no,yes
2583,no,no,no,no,yes,no,no,no
2584,no,no,yes,no,yes,no,no,yes
2585,no,no,yes,no,yes,no,no,yes
2586,no,no,no,no,no,no,no,no
2587,no,no,no,no,no,no,yes,no
2588,no,no,yes,no,yes,no,no,yes
2589,no,no,yes,yes,yes,yes,yes,yes
2590,no,no,no,no,no,no,no,yes
2591,no,no,no,no,yes,no,no,yes
2592,no,no,no,no,yes,no,no,yes
2593,no,no,yes,no,yes,no,no,yes
2594,no,no,no,no,no,no,no,no
2595,no,no,no,no,yes,no,no,yes
2596,no,no,yes,no,yes,no,no,yes
2597,no,no,no,no,yes,no,no,yes
2598,no,no,no,no,no,no,no,yes
2599,no,no,no,no,no,no,no,no
2600,no,no,yes,no,yes,no,no,yes
2601,no,no,yes,no,no,no,no,no
2602,no,no,yes,no,yes,no,no,no
2603,no,yes,yes,no,no,yes,yes,no
2604,no,no,no,no,no,no,yes,no
2605,no,no,no,no,no,no,no,no
2606,no,no,yes,no,no,no,no,no
2607,no,no,no,no,no,no,no,no
2608,no,no,yes,no,yes,no,no,yes
2609,no,no,yes,no,yes,no,no,yes
2610,no,no,no,no,no,no,no,no
2611,no,no,yes,no,no,no,no,no
2612,no,no,no,no,no,no,no,no
2613,no,no,yes,no,no,no,no,yes
2614,no,no,yes,no,yes,no,no,no
2615,no,no,yes,no,yes,no,no,yes
2616,no,no,yes,no,yes,no,no,yes
2617,no,no,no,no,no,no,no,no
2618,no,no,yes,no,yes,no,no,yes
2619,no,no,yes,no,no,no,no,no
2620,no,no,yes,no,no,no,no,no
2621,no,no,yes,no,yes,no,no,yes
2622,no,no,no,no,yes,no,no,yes
2623,no,no,yes,no,no,no,no,no
2624,no,no,yes,no,yes,no,no,yes
2625,no,no,yes,no,no,no,no,no
2626,no,no,yes,no,yes,no,no,yes
2627,no,no,no,no,no,no,no,no
2628,no,no,no,no,no,no,yes,no
2629,no,no,no,no,no,no,no,no
2630,no,no,no,no,yes,no,no,yes
2631,no,no,no,no,no,no,no,no
2632,no,no,no,no,yes,no,no,yes
2633,no,no,yes,no,no,no,no,no
2634,no,no,no,no,yes,no,no,yes
2635,no,no,yes,no,yes,no,no,yes
2636,no,no,no,no,no,no,no,no
2637,no,no,yes,no,yes,no,no,no
2638,no,no,no,no,no,no,no,no
2639,no,no,yes,no,no,no,no,no
2640,no,no,no,no,no,no,no,no
2641,no,no,yes,no,yes,no,no,no
2642,no,no,no,no,no,no,no,no
2643,no,no,yes,no,no,no,no,yes
2644,no,no,no,no,no,no,no,no
2645,no,no,yes,no,yes,no,no,yes
2646,no,no,yes,no,yes,no,no,yes
2647,no,no,yes,no,no,no,no,no
2648,no,no,yes,yes,yes,yes,yes,yes
2649,no,no,yes,no,yes,no,no,yes
2650,no,no,no,no,no,no,no,yes
2651,no,no,no,no,no,no,no,no
2652,no,no,yes,no,yes,no,no,no
2653,no,no,yes,no,yes,no,no,yes
2654,no,no,yes,no,yes,no,no,no
2655,no,no,no,no,no,no,no,no
2656,no,no,no,no,no,no,no,yes
2657,no,no,no,no,no,no,no,no
2658,no,no,yes,no,no,no,no,no
2659,no,no,no,no,no,no,no,no
2660,no,no,yes,no,no,no,no,yes
2661,no,no,no,no,no,no,no,no
2662,no,no,no,no,no,no,no,no
2663,no,no,yes,no,yes,no,yes,yes
2664,no,no,yes,yes,no,yes,yes,no
2665,no,no,yes,no,yes,no,no,yes
2666,no,no,no,no,yes,no,no,yes
2667,no,no,yes,no,yes,no,yes,no
2668,no,no,yes,no,yes,no,no,yes
2669,no,no,yes,no,yes,no,no,no
2670,no,no,yes,no,no,no,no,no
2671,no,no,no,no,no,no,yes,no
2672,no,no,yes,no,no,no,no,no
2673,no,no,no,no,no,no,no,no
2674,no,no,yes,no,no,no,no,no
2675,no,no,yes,no,yes,no,no,yes
2676,no,no,no,no,no,no,no,no
2677,no,no,no,no,no,no,no,no
2678,no,no,no,no,no,no,no,no
2679,no,no,yes,no,yes,no,no,yes
2680,no,no,yes,no,yes,no,no,yes
2681,no,no,no,no,no,no,no,no
2682,no,no,no,no,yes,no,no,yes
2683,no,no,yes,no,no,no,no,no
2684,no,no,yes,no,yes,no,no,no
2685,yes,no,yes,yes,yes,yes,yes,yes
2686,no,no,no,no,yes,no,no,yes
2687,no,no,no,no,no,no,no,yes
2688,no,no,yes,no,no,no,no,no
2689,no,no,yes,no,yes,no,no,yes
2690,no,no,yes,yes,no,yes,yes,no
2691,no,no,yes,no,no,no,yes,no
2692,no,no,yes,no,yes,no,no,no
2693,no,no,no,no,no,no,no,yes
2694,no,no,no,no,yes,no,no,yes
2695,no,no,yes,no,yes,no,no,yes
2696,no,no,no,no,no,no,no,no
2697,no,no,yes,no,yes,no,no,yes
2698,no,no,no,no,no,no,no,no
2699,no,no,yes,no,yes,no,no,yes
2700,no,no,yes,no,no,no,no,no
2701,no,no,no,no,no,no,no,no
2702,no,no,yes,no,yes,no,yes,yes
2703,no,no,no,no,no,no,no,no
2704,yes,no,no,no,yes,no,no,no
2705,no,no,yes,no,no,no,no,no
2706,no,no,yes,no,no,no,no,yes
2707,no,no,yes,no,yes,no,no,yes
2708,no,no,no,no,yes,no,no,no
2709,no,no,no,no,no,no,no,no
2710,no,no,yes,no,no,no,no,no
2711,no,no,no,no,yes,no,no,yes
2712,no,no,no,no,no,no,no,yes
2713,no,no,no,no,no,no,no,no
2714,no,no,yes,no,yes,no,no,yes
2715,no,no,no,no,yes,no,no,yes
2716,no,no,no,no,no,no,no,no
2717,no,no,no,no,yes,no,no,no
2718,no,no,yes,no,no,no,no,no
2719,no,no,no,no,no,no,no,no
2720,no,no,yes,no,yes,no,no,yes
2721,no,no,no,no,no,no,no,no
2722,no,no,no,no,yes,no,no,no
2723,no,yes,no,no,yes,yes,yes,yes
2724,no,no,no,no,no,no,no,no
2725,no,no,yes,no,no,no,no,no
2726,no,no,yes,no,yes,no,no,yes
2727,no,no,yes,yes,yes,yes,yes,yes
2728,no,no,no,no,no,no,yes,yes
2729,no,no,yes,no,yes,no,no,no
2730,no,no,yes,no,no,no,yes,no
2731,no,no,yes,no,no,no,no,yes
2732,no,no,yes,yes,no,yes,yes,no
2733,no,no,no,no,no,no,no,no
2734,no,no,no,no,yes,no,no,yes
2735,no,no,no,no,no,no,no,no
2736,no,no,yes,no,yes,no,no,yes
2737,yes,no,yes,no,no,no,yes,no
2738,no,no,no,no,yes,no,no,yes
2739,no,no,no,no,no,no,no,no
2740,no,no,yes,no,yes,no,no,no
2741,no,no,yes,no,yes,no,no,yes
2742,no,no,no,no,yes,no,no,yes
2743,no,no,no,no,no,no,no,no
2744,no,no,yes,no,no,no,no,no
2745,no,no,no,no,yes,no,no,yes
2746,no,no,yes,yes,no,yes,yes,yes
2747,no,no,yes,no,yes,no,no,yes
