,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
3847,StrongUp,Neutral,Down,StrongUp,StrongUp,Dry,Dry,Dry,Wet,PC,Cloudy,Cloudy,Cloudy,None,Weak,Other,None,None,None,None,DecCapIncIns,Decreasing,WeakPos,LittleChange,XNIL,Jul16_Aug10,D,CThruK,PartInhibit,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,D,Stifling,Moderate,Moderate,D,XNIL,XNIL,XNIL,LowAtStation,Steep,VeryMoist,ModerateOrLe,StrongFront,Other,DryLine,PosToNeg,QStationary,NWQuad,Westerly,SEQuad
3848,Down,Down,Neutral,Down,Down,Dry,VeryWet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,Increasing,SIG,Aug11_Aug20,I,CThruK,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Stability,Average,MoreUnstable,HI,None,Moderate,Strong,I,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,CloseToDryAd,OtherRapid,MoistMDryL,E_W_S,PosToNeg,QStationary,AllElse,LVorOther,E_NE
3849,StrongUp,WeakUp,Down,Neutral,Neutral,Wet,VeryWet,VeryWet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,None,Unfavorable,None,B,XNIL,XNIL,SIG,HighEvrywher,Stable,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,Moving,AllElse,LVorOther,DenvCyclone
3850,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,XNIL,LowNHighS,Stable,Average,Steep,MarkedUpper,DryMMoistL,Other,SigPositive,None,LV,LVorOther,WidespdDnsl
3851,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,Stifling,Strong,Slight,E,XNIL,XNIL,SVR,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,None,SigNegative,Other,AllElse,LVorOther,LV
3852,StrongUp,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Cloudy,PC,Cloudy,Strong,Strong,StrongWest,Weak,None,Strong,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,K,CThruK,None,Average,MoreThanAve,K,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,K,SIG,SIG,SIG,Other,ModerateOrLe,VeryMoist,Steep,StrongFront,Other,E_W_S,SigPositive,Other,SWQuad,Westerly,SEQuad
3853,WeakUp,StronUp,StrongUp,StrongUp,StrongUp,Neutral,Dry,Dry,Dry,Clear,Cloudy,Clear,Clear,Strong,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Aug20_Sep15,I,CThruK,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,None,Strong,Strong,I,XNIL,XNIL,SVR,HighEvrywher,ModerateOrLe,Dry,ModerateOrLe,OtherRapid,MoistMDryL,E_W_S,PosToNeg,QStationary,SWQuad,Westerly,DenvCyclone
3854,Down,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Clear,PC,PC,Strong,Strong,DCVZFavor,Strong,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,SVR,May15_Jun14,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,Slight,J,XNIL,XNIL,SVR,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
3855,StrongUp,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,Cloudy,None,None,StrongWest,None,Weak,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,TotalInhibit,Moderate,None,B,SIG,SIG,SIG,LowMtsHighPl,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,None,SWQuad,LVorOther,DenvCyclone
3856,Down,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,Clear,PC,Clear,Clear,None,None,Other,None,None,None,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,G,CThruK,PartInhibit,MoreThanAve,Average,G,N1GtLIGt_4,Stability,Average,LessUnstable,GJ,PartInhibit,Strong,Moderate,G,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,AllElse,LVorOther,LongAnticyc
3857,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,Dry,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,None,None,Westerly,None,Strong,Strong,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,None,Unfavorable,Slight,J,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,Moving,LV,LVorOther,LV
3858,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Neutral,Neutral,Clear,Cloudy,PC,Cloudy,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,LILt_8,Instability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Average,Steep,OtherRapid,MoistMDryL,None,LittleChange,None,AllElse,LVorOther,SEQuad
3859,Neutral,Neutral,StrongUp,Neutral,Neutral,Dry,Wet,Dry,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,None,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,K,CThruK,PartInhibit,Average,Average,K,N5GtLIGt_8,Neutral,Average,MoreUnstable,ACEFK,Stifling,Weak,None,K,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,Dry,ModerateOrLe,MarkedUpper,Other,DryLine,LittleChange,QStationary,SWQuad,Westerly,SEQuad
3860,StrongUp,Neutral,Down,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Weak,DCVZFavor,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Jul2_Jul15,K,CThruK,None,Average,LessThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,K,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,None,SigPositive,None,NWQuad,Westerly,WidespdDnsl
3861,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul2_Jul15,D,CThruK,None,LessThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,D,PartInhibit,Weak,Strong,D,XNIL,SVR,SVR,LowEvrywhere,CloseToDryAd,Average,CloseToDryAd,StrongFront,MoistMDryL,DryLine,PosToNeg,None,NWQuad,Westerly,DenvCyclone
3862,StrongUp,Neutral,Down,Neutral,Neutral,Wet,VeryWet,Wet,Wet,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Increasing,SIG,Jul2_Jul15,C,CThruK,None,Average,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,Average,ACEFK,Stifling,Weak,None,C,XNIL,XNIL,SIG,Other,Steep,Average,ModerateOrLe,OtherRapid,DryMMoistL,E_W_S,NegToPos,None,AllElse,Westerly,LongAnticyc
3863,Down,StronUp,Neutral,Neutral,Neutral,Dry,VeryWet,VeryWet,VeryWet,PC,Clear,Clear,PC,None,None,StrongWest,None,Weak,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul2_Jul15,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Unfavorable,None,B,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Average,ModerateOrLe,NoMajor,DryMMoistL,None,LittleChange,Other,SWQuad,LVorOther,DenvCyclone
3864,Neutral,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,VeryWet,PC,Clear,PC,Cloudy,Weak,Weak,Westerly,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,J,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
3865,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,VeryWet,Wet,Wet,VeryWet,Clear,Cloudy,Clear,PC,Weak,Weak,DCVZFavor,Weak,None,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,May15_Jun14,E,CThruK,Stifling,MoreThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,E,SIG,SIG,SIG,LowAtStation,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,SigPositive,None,SWQuad,LVorOther,DenvCyclone
3866,Neutral,WeakUp,Down,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul16_Aug10,A,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,A,SVR,SVR,SVR,HighEvrywher,Stable,Average,Steep,StrongFront,DryMMoistL,DenvCyclone,NegToPos,Moving,SWQuad,Westerly,DenvCyclone
3867,WeakUp,Down,Neutral,Down,Down,Wet,Wet,Wet,Neutral,PC,PC,Clear,Clear,Strong,Strong,DCVZFavor,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,D,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,Strong,D,XNIL,XNIL,SVR,LowMtsHighPl,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,DryLine,LittleChange,None,SWQuad,LVorOther,LongAnticyc
3868,WeakUp,StronUp,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,None,None,Other,None,Strong,Weak,None,LittleChange,LittleChange,Negative,LittleChange,XNIL,Jun15_Jul1,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Slight,K,XNIL,SIG,SIG,LowSHighN,Steep,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,NegToPos,None,NWQuad,Westerly,SEQuad
3869,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Wet,Clear,PC,Clear,Clear,Strong,Strong,Other,Weak,Weak,Strong,Marked,LittleChange,LittleChange,WeakPos,Increasing,SIG,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,TotalInhibit,Moderate,Moderate,E,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,SigPositive,None,SWQuad,LVorOther,LV
3870,Down,WeakUp,Neutral,Down,Down,Neutral,Wet,Wet,Wet,Clear,PC,PC,PC,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Jul16_Aug10,F,CThruK,None,LessThanAve,LessThanAve,F,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,None,Moderate,Moderate,F,SIG,SIG,SIG,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,Other,AllElse,LVorOther,LV
3871,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Cloudy,PC,Cloudy,PC,Weak,Weak,StrongWest,None,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,Average,LessUnstable,HI,PartInhibit,Unfavorable,None,I,XNIL,XNIL,SIG,LowSHighN,Stable,Dry,Steep,StrongFront,DryMMoistL,E_W_N,NegToPos,QStationary,AllElse,Westerly,E_NE
3872,Neutral,WeakUp,WeakUp,WeakUp,WeakUp,VeryWet,Dry,VeryWet,VeryWet,PC,Clear,PC,PC,Weak,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,Average,D,PartInhibit,Moderate,Slight,D,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,DryLine,LittleChange,Other,SWQuad,Westerly,SEQuad
3873,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,A,AB,Stifling,MoreThanAve,MoreThanAve,ABI,LILt_8,Instability,MoreUnstable,Average,ACEFK,None,Weak,Slight,A,XNIL,XNIL,SIG,HighEvrywher,Stable,VeryMoist,Steep,MarkedUpper,Other,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
3874,StrongUp,Down,StrongUp,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,Clear,PC,PC,PC,Strong,Strong,DCVZFavor,Weak,Weak,Strong,Some,DecCapIncIns,Decreasing,StrongPos,Increasing,SIG,Jul16_Aug10,K,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,PartInhibit,Moderate,None,K,SVR,SVR,SVR,LowEvrywhere,Steep,Average,Steep,MarkedUpper,Other,DryLine,PosToNeg,Moving,SWQuad,Westerly,WidespdDnsl
3875,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,Wet,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Weak,Strong,Strong,Some,LittleChange,LittleChange,Negative,Decreasing,SVR,Jul2_Jul15,I,CThruK,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Instability,Average,LessUnstable,HI,TotalInhibit,Moderate,Moderate,I,XNIL,XNIL,SVR,LowSHighN,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,E_W_N,LittleChange,QStationary,AllElse,LVorOther,DenvCyclone
3876,WeakUp,Down,Down,Down,Down,Wet,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,Average,MoreThanAve,H,N5GtLIGt_8,Neutral,Average,Average,HI,None,Strong,Strong,H,SVR,SVR,SVR,LowMtsHighPl,ModerateOrLe,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,NWQuad,LVorOther,SEQuad
3877,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Dry,Clear,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,Strong,Strong,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jul2_Jul15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Weak,None,C,XNIL,XNIL,SIG,LowEvrywhere,Steep,VeryMoist,Steep,NoMajor,Other,E_W_S,SigPositive,Other,SWQuad,Westerly,LongAnticyc
3878,StrongUp,WeakUp,Down,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,PC,PC,PC,PC,Weak,Strong,Westerly,Strong,None,Weak,None,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jun15_Jul1,J,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,J,XNIL,SIG,SIG,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,None,LV,LVorOther,SEQuad
3879,Neutral,StronUp,Neutral,WeakUp,WeakUp,Dry,VeryWet,Neutral,Neutral,PC,Clear,PC,PC,Strong,Strong,Other,Weak,None,Weak,Marked,IncCapDecIns,Increasing,StrongPos,LittleChange,SIG,May15_Jun14,D,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,LILt_8,Neutral,MoreUnstable,MoreUnstable,D,PartInhibit,Strong,Moderate,D,SVR,SVR,SVR,LowMtsHighPl,CloseToDryAd,Average,ModerateOrLe,StrongFront,Other,DryLine,PosToNeg,Other,SWQuad,LVorOther,WidespdDnsl
3880,Down,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Neutral,Clear,PC,Clear,Clear,None,Weak,Other,None,None,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N5GtLIGt_8,Stability,LessUnstable,MoreUnstable,HI,None,Unfavorable,None,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,E_W_S,NegToPos,None,NWQuad,LVorOther,E_NE
3881,WeakUp,Neutral,Down,Down,Down,VeryWet,Dry,VeryWet,Wet,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,LittleChange,SVR,May15_Jun14,B,AB,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,B,None,Weak,Slight,B,XNIL,XNIL,SVR,LowEvrywhere,ModerateOrLe,Average,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,NegToPos,QStationary,AllElse,LVorOther,E_NE
3882,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Cloudy,Cloudy,None,None,Other,None,None,None,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,MoreThanAve,G,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,PartInhibit,Weak,None,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,Other,LittleChange,None,LV,Westerly,LongAnticyc
3883,Down,Down,WeakUp,Down,Down,Neutral,Wet,Neutral,Neutral,PC,Clear,PC,PC,Weak,Weak,Westerly,None,Strong,None,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,LessUnstable,Average,ACEFK,PartInhibit,Weak,Slight,C,XNIL,XNIL,SIG,LowNHighS,Steep,Dry,Steep,NoMajor,DryMMoistL,E_W_N,NegToPos,QStationary,NWQuad,Westerly,LV
3884,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Wet,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Weak,Strong,B,SVR,SVR,SVR,LowSHighN,Stable,Dry,ModerateOrLe,NoMajor,Other,E_W_S,LittleChange,None,SWQuad,Westerly,SEQuad
3885,Down,Neutral,WeakUp,Down,Down,Neutral,Neutral,Dry,Dry,PC,PC,PC,PC,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul2_Jul15,C,CThruK,None,LessThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,None,Weak,Moderate,C,XNIL,XNIL,XNIL,LowEvrywhere,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
3886,StrongUp,Neutral,WeakUp,Neutral,Neutral,VeryWet,VeryWet,VeryWet,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,Other,None,None,None,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Aug20_Sep15,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,D,None,Weak,Slight,D,XNIL,XNIL,SIG,LowEvrywhere,Steep,Average,Steep,OtherRapid,Other,Other,NegToPos,Other,NWQuad,LVorOther,E_NE
3887,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,May15_Jun14,I,CThruK,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,HI,Stifling,Moderate,None,I,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,Other,MovingFtorOt,SigPositive,QStationary,NWQuad,LVorOther,E_NE
3888,StrongUp,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,StrongWest,None,None,Weak,None,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,I,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,Stifling,Moderate,None,I,SIG,SIG,SIG,LowSHighN,ModerateOrLe,VeryMoist,ModerateOrLe,OtherRapid,Other,MovingFtorOt,LittleChange,QStationary,NWQuad,LVorOther,LV
3889,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,Cloudy,PC,Cloudy,Cloudy,None,Weak,DCVZFavor,None,Weak,Weak,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug20_Sep15,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Neutral,Average,MoreUnstable,ACEFK,PartInhibit,Moderate,None,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,Other,LittleChange,None,AllElse,LVorOther,SEQuad
3890,Neutral,Neutral,StrongUp,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,Jun15_Jul1,G,CThruK,None,LessThanAve,LessThanAve,G,LILt_8,Instability,Average,LessUnstable,GJ,PartInhibit,Weak,None,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,DryLine,PosToNeg,None,AllElse,Westerly,WidespdDnsl
3891,Down,WeakUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,Other,None,Strong,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,Aug20_Sep15,I,CThruK,TotalInhibit,MoreThanAve,Average,ABI,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,HI,None,Moderate,Moderate,I,XNIL,XNIL,SVR,LowSHighN,CloseToDryAd,VeryMoist,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,QStationary,SWQuad,Westerly,E_NE
3892,Neutral,WeakUp,WeakUp,WeakUp,WeakUp,Wet,Neutral,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SVR,Jul16_Aug10,J,CThruK,Stifling,Average,MoreThanAve,CDEJ,LILt_8,Stability,MoreUnstable,LessUnstable,GJ,PartInhibit,Weak,Slight,J,XNIL,XNIL,SVR,LowNHighS,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,E_W_N,LittleChange,Other,LV,LVorOther,LongAnticyc
3893,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Instability,MoreUnstable,LessUnstable,GJ,None,Moderate,Moderate,G,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Dry,Steep,MarkedUpper,Other,None,SigNegative,Moving,NWQuad,LVorOther,WidespdDnsl
