,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
3553,no,Equal,Severe,Low,Normal,no,no,12+,12+,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3554,no,Equal,Severe,Normal,Oligaemic,yes,no,12+,<5,<7.5,Oligaemic,TGA,no,4-10_days,no,None,Complete,Abnormal,High,no
3555,no,Equal,Severe,Normal,Oligaemic,yes,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3556,no,Equal,Severe,Normal,Oligaemic,yes,no,5-12,12+,<7.5,Oligaemic,TAPVD,yes,0-3_days,no,None,Complete,Abnormal,High,yes
3557,yes,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Grd_Glass,PFC,no,0-3_days,no,Rt_to_Lt,Complete,Congested,High,no
3558,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
3559,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3560,no,Equal,Moderate,High,Oligaemic,no,no,<5,5-12,>=7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
3561,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3562,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3563,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3564,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3565,no,Equal,Mild,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TAPVD,no,0-3_days,no,None,Complete,Normal,High,no
3566,no,Equal,Moderate,Normal,Normal,yes,no,<5,<5,<7.5,Oligaemic,PAIVS,yes,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
3567,no,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,<5,>=7.5,Grd_Glass,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Congested,Low,no
3568,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Mild,Normal,High,yes
3569,no,Unequal,Mild,Normal,Asy/Patch,no,no,<5,12+,<7.5,Asy/Patchy,PFC,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
3570,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,5-12,<7.5,Oligaemic,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3571,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3572,no,Equal,Moderate,High,Asy/Patch,no,no,5-12,5-12,>=7.5,Asy/Patchy,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
3573,no,Equal,Severe,Normal,Normal,no,yes,12+,<5,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
3574,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3575,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,yes
3576,no,Equal,Moderate,Normal,Asy/Patch,no,yes,12+,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3577,no,Equal,Moderate,Normal,Oligaemic,yes,yes,<5,5-12,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3578,no,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3579,no,Unequal,Moderate,High,Oligaemic,no,no,5-12,<5,>=7.5,Normal,Fallot,no,0-3_days,no,None,Mild,Normal,Low,yes
3580,no,Equal,Severe,Normal,Grd_Glass,yes,no,5-12,<5,<7.5,Asy/Patchy,Lung,yes,0-3_days,no,Lt_to_Rt,Mild,Abnormal,High,yes
3581,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Mild,Normal,Low,no
3582,no,Equal,Severe,High,Grd_Glass,yes,no,<5,<5,>=7.5,Normal,TAPVD,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,High,yes
3583,no,Equal,Severe,High,Plethoric,no,yes,<5,<5,>=7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,no
3584,no,Equal,Moderate,High,Oligaemic,no,no,5-12,<5,>=7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,yes
3585,no,Equal,Moderate,Normal,Normal,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
3586,no,Equal,Moderate,Normal,Normal,yes,no,<5,5-12,<7.5,Normal,TGA,yes,0-3_days,no,None,Mild,Normal,Normal,no
3587,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,no,11-30_days,no,None,Mild,Normal,Normal,no
3588,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Asy/Patchy,Lung,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,no
3589,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,Complete,Normal,High,no
3590,yes,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,None,Complete,Normal,Low,no
3591,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,<7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3592,no,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,5-12,<7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,no
3593,no,Equal,Severe,Normal,Asy/Patch,yes,yes,12+,5-12,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3594,no,Equal,Moderate,High,Grd_Glass,no,no,5-12,5-12,>=7.5,Grd_Glass,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Normal,no
3595,no,Equal,Mild,Normal,Normal,no,yes,12+,12+,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3596,no,Equal,Moderate,Low,Grd_Glass,no,yes,5-12,<5,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,yes
3597,yes,Equal,Moderate,Normal,Grd_Glass,no,no,12+,<5,<7.5,Grd_Glass,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3598,no,Equal,Moderate,Normal,Asy/Patch,no,no,12+,<5,<7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3599,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3600,no,Equal,Severe,Low,Asy/Patch,yes,no,<5,<5,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3601,no,Equal,Severe,High,Plethoric,no,no,12+,<5,>=7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3602,no,Equal,Moderate,Low,Grd_Glass,no,no,5-12,<5,<7.5,Normal,TAPVD,no,0-3_days,no,None,Complete,Abnormal,High,yes
3603,no,Equal,Moderate,Normal,Grd_Glass,no,yes,<5,5-12,>=7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3604,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3605,no,Equal,Moderate,Normal,Normal,no,yes,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
3606,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3607,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3608,yes,Equal,Moderate,Low,Normal,no,no,<5,5-12,>=7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
3609,yes,Equal,Moderate,Low,Oligaemic,no,yes,5-12,12+,>=7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3610,yes,Equal,Severe,High,Normal,no,no,5-12,<5,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3611,no,Unequal,Moderate,Normal,Plethoric,yes,no,<5,12+,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Congested,High,no
3612,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,Lung,yes,0-3_days,no,Lt_to_Rt,None,Congested,Normal,yes
3613,no,Equal,Severe,Normal,Asy/Patch,no,yes,<5,<5,<7.5,Asy/Patchy,Lung,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,no
3614,no,Unequal,Mild,Normal,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3615,no,Equal,Severe,High,Grd_Glass,no,yes,5-12,5-12,>=7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3616,no,Equal,Severe,Normal,Normal,yes,no,5-12,12+,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3617,no,Equal,Mild,High,Oligaemic,no,yes,12+,12+,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3618,no,Equal,Severe,Low,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,no
3619,no,Equal,Mild,Low,Normal,yes,no,5-12,12+,<7.5,Plethoric,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3620,no,Equal,Mild,Normal,Plethoric,no,no,12+,12+,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Mild,Normal,High,no
3621,no,Unequal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3622,no,Equal,Moderate,Normal,Asy/Patch,no,yes,<5,<5,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3623,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3624,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Mild,Normal,Low,no
3625,no,Equal,Moderate,Normal,Normal,no,yes,12+,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,no
3626,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3627,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
3628,no,Equal,Moderate,High,Normal,no,no,5-12,5-12,>=7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
3629,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3630,no,Equal,Severe,Normal,Normal,yes,no,5-12,<5,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Transp.,Normal,Normal,yes
3631,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3632,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3633,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Plethoric,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
3634,no,Equal,Mild,Low,Asy/Patch,no,yes,12+,<5,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3635,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3636,no,Equal,Moderate,Normal,Plethoric,yes,no,5-12,<5,<7.5,Plethoric,TAPVD,yes,0-3_days,no,Rt_to_Lt,Complete,Congested,High,yes
3637,no,Unequal,Severe,Normal,Oligaemic,no,no,12+,<5,>=7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
3638,yes,Unequal,Severe,High,Plethoric,no,yes,<5,12+,>=7.5,Plethoric,TGA,no,11-30_days,yes,Rt_to_Lt,Transp.,Normal,High,yes
3639,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
3640,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,Low,no
3641,yes,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3642,no,Equal,Moderate,Low,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
3643,yes,Equal,Mild,Low,Asy/Patch,yes,yes,12+,12+,<7.5,Asy/Patchy,PFC,no,0-3_days,yes,Lt_to_Rt,None,Abnormal,Low,no
3644,no,Equal,Moderate,Low,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3645,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,yes
3646,no,Equal,Severe,Normal,Plethoric,yes,yes,12+,5-12,<7.5,Plethoric,TGA,yes,11-30_days,yes,None,Transp.,Congested,High,yes
3647,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TAPVD,no,0-3_days,no,None,Complete,Congested,High,yes
3648,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3649,no,Equal,Moderate,High,Asy/Patch,yes,yes,<5,<5,>=7.5,Asy/Patchy,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
3650,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,PFC,yes,11-30_days,no,None,Mild,Abnormal,Low,no
3651,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Congested,High,yes
3652,no,Equal,Moderate,Normal,Plethoric,no,no,<5,<5,<7.5,Asy/Patchy,TGA,no,4-10_days,no,None,Mild,Normal,High,no
3653,no,Equal,Moderate,Normal,Normal,yes,no,5-12,<5,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
3654,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3655,no,Equal,Severe,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3656,no,Equal,Mild,High,Asy/Patch,no,yes,5-12,12+,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3657,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,no
3658,no,Equal,Severe,High,Plethoric,yes,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,yes
3659,no,Equal,Severe,Normal,Oligaemic,yes,no,<5,<5,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,no
3660,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Low,yes
3661,yes,Equal,Severe,High,Asy/Patch,no,no,5-12,5-12,>=7.5,Asy/Patchy,PFC,no,0-3_days,no,None,Mild,Abnormal,Low,no
3662,no,Equal,Moderate,Low,Asy/Patch,no,no,<5,5-12,<7.5,Asy/Patchy,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
3663,yes,Equal,Severe,Normal,Normal,yes,no,<5,<5,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,High,yes
3664,no,Equal,Severe,High,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
3665,no,Equal,Moderate,High,Plethoric,yes,yes,5-12,5-12,>=7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
3666,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3667,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Normal,no
3668,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Normal,High,no
3669,yes,Unequal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,yes
3670,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Mild,Normal,High,yes
3671,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,>=7.5,Plethoric,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,High,no
3672,no,Equal,Severe,Low,Plethoric,no,no,<5,12+,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3673,yes,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,yes
3674,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Mild,Normal,High,no
3675,no,Equal,Severe,High,Grd_Glass,yes,no,<5,<5,>=7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
3676,no,Equal,Moderate,Normal,Grd_Glass,no,yes,12+,<5,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Congested,Normal,no
3677,yes,Unequal,Mild,Normal,Normal,no,no,<5,5-12,<7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Low,yes
3678,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,12+,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3679,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3680,no,Equal,Moderate,High,Asy/Patch,yes,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
3681,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3682,no,Equal,Severe,High,Normal,no,no,12+,<5,>=7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
3683,no,Equal,Severe,Normal,Asy/Patch,yes,no,12+,<5,<7.5,Asy/Patchy,TAPVD,yes,0-3_days,no,None,Complete,Abnormal,Normal,yes
3684,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3685,no,Equal,Moderate,Normal,Grd_Glass,no,yes,12+,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,no
3686,yes,Unequal,Moderate,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Normal,Lung,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Low,yes
3687,no,Unequal,Severe,Normal,Grd_Glass,yes,yes,5-12,<5,>=7.5,Grd_Glass,TGA,yes,0-3_days,no,Rt_to_Lt,Transp.,Abnormal,High,no
3688,no,Equal,Severe,Low,Asy/Patch,yes,yes,<5,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
3689,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
3690,no,Equal,Moderate,Normal,Normal,no,yes,<5,5-12,<7.5,Asy/Patchy,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
3691,no,Unequal,Moderate,High,Grd_Glass,no,no,<5,<5,<7.5,Asy/Patchy,Lung,no,0-3_days,no,Rt_to_Lt,None,Abnormal,High,no
3692,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
3693,yes,Unequal,Mild,Normal,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Low,yes
3694,no,Equal,Severe,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
3695,no,Equal,Severe,Normal,Asy/Patch,yes,no,12+,5-12,<7.5,Asy/Patchy,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
3696,no,Equal,Severe,High,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Abnormal,High,no
3697,yes,Unequal,Mild,Normal,Asy/Patch,yes,no,5-12,5-12,<7.5,Grd_Glass,PFC,no,0-3_days,no,Rt_to_Lt,None,Abnormal,Low,yes
3698,no,Equal,Moderate,Normal,Asy/Patch,yes,yes,5-12,12+,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Congested,Low,no
3699,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3700,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
3701,no,Unequal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3702,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3703,no,Equal,Severe,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
3704,no,Equal,Severe,High,Asy/Patch,yes,yes,<5,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,yes
3705,no,Equal,Severe,High,Normal,no,no,5-12,12+,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
3706,no,Equal,Moderate,Normal,Grd_Glass,no,yes,5-12,5-12,<7.5,Grd_Glass,TAPVD,no,0-3_days,yes,None,Complete,Congested,Low,no
3707,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
3708,no,Equal,Severe,Low,Plethoric,no,yes,<5,12+,<7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,yes
3709,yes,Equal,Moderate,Normal,Asy/Patch,yes,no,12+,<5,<7.5,Grd_Glass,TAPVD,yes,0-3_days,no,None,Complete,Abnormal,High,yes
3710,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
3711,no,Equal,Severe,Normal,Oligaemic,yes,no,<5,5-12,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Transp.,Normal,Low,no
3712,no,Equal,Moderate,Normal,Normal,yes,no,<5,<5,<7.5,Asy/Patchy,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
3713,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,Low,no
3714,no,Equal,Mild,High,Oligaemic,no,no,5-12,12+,>=7.5,Asy/Patchy,Fallot,no,4-10_days,no,Lt_to_Rt,None,Normal,Low,no
3715,yes,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
3716,yes,Equal,Severe,High,Plethoric,no,yes,5-12,5-12,>=7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
3717,no,Equal,Severe,High,Oligaemic,no,no,5-12,<5,>=7.5,Normal,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Abnormal,High,no
3718,no,Unequal,Severe,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,yes
3719,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Mild,Normal,Low,no
